"sender","receiver","ligand","receptor","score"
"PVL","Endothelial","B2M","TAP1",157.195558644976
"PVL","Endothelial","LGALS1","ITGB1",73.618363280051
"PVL","Endothelial","CCL8","ACKR1",50.2206843584746
"PVL","Endothelial","B2M","TAP2",50.0626247840907
"PVL","Endothelial","APOE","APP",47.3802964209586
"PVL","Endothelial","HLA-A","APLP2",43.3397695869078
"PVL","Endothelial","IFITM1","CD81",37.6048561030402
"PVL","Endothelial","COL18A1","ITGB1",35.2019786161679
"PVL","Endothelial","CXCL2","ACKR1",34.3394745207845
"PVL","Endothelial","COPA","CD74",32.9337516353501
"PVL","Endothelial","CXCL9","ACKR1",32.6970401524448
"PVL","Endothelial","COL1A2","ITGB1",31.5558234578941
"PVL","Endothelial","COL1A2","CD93",30.5429070620891
"PVL","Endothelial","COL1A2","CD36",30.4628620421683
"PVL","Endothelial","TIMP1","MMP2",29.5763786606063
"PVL","Myeloid","MIF","CD74",877.106187481264
"PVL","Myeloid","APP","CD74",428.398555346572
"PVL","Myeloid","TIMP1","CD63",231.958383667105
"PVL","Myeloid","B2M","TAP1",156.061332473608
"PVL","Myeloid","B2M","LILRB1",112.146495881411
"PVL","Myeloid","RPS19","C5AR1",85.5331515364329
"PVL","Myeloid","COPA","CD74",84.2622678753199
"PVL","Myeloid","LGALS1","PTPRC",57.1575450563206
"PVL","Myeloid","HLA-A","APLP2",51.0288271922859
"PVL","Myeloid","TIMP1","MMP9",50.2547892124332
"PVL","Myeloid","FN1","PLAUR",45.3050259296121
"PVL","Myeloid","TIMP3","CD44",38.9807368353233
"PVL","Myeloid","HMGB1","CXCR4",38.2418438027179
"PVL","Myeloid","IFITM1","CD81",35.1605507954173
"PVL","Myeloid","B2M","TAP2",32.8679454750944
"PVL","Myeloid","COL1A2","CD44",31.301762152891
"PVL","Myeloid","HLA-DMA","CD74",31.2861674323577
"PVL","Myeloid","HLA-B","LILRB2",30.485272179822
"PVL","Myeloid","THY1","ITGB2",28.0909522973144
"PVL","Myeloid","COL1A1","CD44",26.612551894975
"PVL","Normal Epithelial","TIMP1","CD63",120.773538452296
"PVL","Normal Epithelial","CALM2","MYLK",73.3075019873674
"PVL","Normal Epithelial","B2M","TAP1",62.8663465159084
"PVL","Normal Epithelial","MIF","CD74",48.798198101262
"PVL","Normal Epithelial","LGALS1","ITGB1",35.440213473075
"PVL","Normal Epithelial","APOE","APP",35.4189964358344
"PVL","Normal Epithelial","CALM1","MYLK",33.5337341388908
"PVL","Normal Epithelial","HLA-A","APLP2",32.3880825073041
"PVL","Normal Epithelial","APP","CD74",23.8341467298599
"PVL","Normal Epithelial","LGALS3","ANXA2",21.511053195597
"PVL","Normal Epithelial","LAMB2","RPSA",18.0443053475749
"PVL","Normal Epithelial","COL18A1","ITGB1",16.9463919224305
"PVL","Normal Epithelial","COL1A2","ITGB1",15.1911163171633
"PVL","Normal Epithelial","S100A4","ERBB3",14.3300927773193
"PVL","Normal Epithelial","TIMP3","CD44",12.958826031399
"PVL","Normal Epithelial","COL1A1","ITGB1",12.9153869791248
"PVL","Normal Epithelial","COL3A1","ITGB1",11.833471204267
"PVL","Normal Epithelial","COL6A2","ITGB1",11.4926143244565
"PVL","Normal Epithelial","COL1A2","CD44",10.4060139224451
"PVL","Normal Epithelial","CTSD","APP",10.2768858179888
"PVL","Plasmablasts","MIF","CD74",83.7718266649618
"PVL","Plasmablasts","B2M","TAP1",82.6791663561884
"PVL","Plasmablasts","TIMP1","CD63",45.5762978069048
"PVL","Plasmablasts","APP","CD74",40.9160601466851
"PVL","Plasmablasts","B2M","LILRB1",15.1719637670158
"PVL","Plasmablasts","HMGB1","SDC1",10.4310439600994
"PVL","Plasmablasts","HMGB1","CXCR4",10.0131458370621
"PVL","Plasmablasts","TIMP3","CD44",8.6605298901115
"PVL","Plasmablasts","COL1A1","SDC1",8.51590341733934
"PVL","Plasmablasts","COPA","CD74",8.04783297575205
"PVL","Plasmablasts","LGALS1","ITGB1",7.82709862071296
"PVL","Plasmablasts","COL1A2","CD44",6.95445670725801
"PVL","Plasmablasts","B2M","TAP2",6.89549585577731
"PVL","Plasmablasts","FN1","SDC1",6.56437826879719
"PVL","Plasmablasts","LGALS1","CD69",6.25869896192976
"PVL","Plasmablasts","LGALS1","PTPRC",6.13462594621629
"PVL","Plasmablasts","LAMB2","RPSA",6.12594788963905
"PVL","Plasmablasts","COL1A1","CD44",5.91263326068585
"PVL","Plasmablasts","MIF","CXCR4",4.93425962603192
"PVL","Plasmablasts","FN1","CD44",4.55767983568091
"PVL","T-cells","LGALS1","CD69",278.764681478188
"PVL","T-cells","B2M","KLRD1",229.234889693011
"PVL","T-cells","B2M","TAP1",207.720521561415
"PVL","T-cells","HMGB1","CXCR4",197.393623139382
"PVL","T-cells","LGALS1","PTPRC",167.976069682468
"PVL","T-cells","B2M","KLRC1",115.684140320069
"PVL","T-cells","MIF","CXCR4",97.2712672862239
"PVL","T-cells","HLA-B","CD8A",79.4977969774562
"PVL","T-cells","MIF","CD74",70.9132040355791
"PVL","T-cells","HLA-A","CD8A",60.0252851077529
"PVL","T-cells","TIMP3","CD44",49.4760739744841
"PVL","T-cells","HLA-B","KLRD1",43.8589771969443
"PVL","T-cells","TIMP1","CD63",42.8435396765917
"PVL","T-cells","CD59","CD2",42.1528715992385
"PVL","T-cells","COL1A2","CD44",39.7295799294579
"PVL","T-cells","CXCL12","CXCR4",39.4820728356561
"PVL","T-cells","LGALS1","ITGB1",34.8353750340855
"PVL","T-cells","APP","CD74",34.6356172119555
"PVL","T-cells","COL1A1","CD44",33.7778270269236
"PVL","T-cells","HLA-A","KLRD1",33.1159819627149
"T-cells","B-cells","MIF","CD74",723.772295134691
"T-cells","B-cells","B2M","TAP1",269.783589261793
"T-cells","B-cells","HMGB1","CXCR4",140.850761475847
"T-cells","B-cells","HLA-DMA","CD74",122.144959575661
"T-cells","B-cells","COPA","CD74",90.1599853879339
"T-cells","B-cells","MIF","CXCR4",84.7784221750055
"T-cells","B-cells","B2M","LILRB1",69.7215689942618
"T-cells","B-cells","HLA-DRB1","CD37",65.4979776975691
"T-cells","B-cells","LGALS1","CD69",58.9786471199078
"T-cells","B-cells","HLA-DRA","CD37",46.7579903034116
"T-cells","B-cells","B2M","TAP2",35.7332429665249
"T-cells","B-cells","HLA-DMB","CD74",32.1759421079106
"T-cells","B-cells","APP","CD74",29.3521179216396
"T-cells","B-cells","CD82","CD37",27.13879333533
"T-cells","B-cells","CD2","CD53",24.9503581901159
"T-cells","B-cells","HLA-A","APLP2",17.8996907969973
"T-cells","B-cells","HLA-B","LILRB1",16.9181422465691
"T-cells","B-cells","LGALS1","PTPRC",15.7223155493395
"T-cells","B-cells","HLA-DRB1","CD53",14.1374585472991
"T-cells","B-cells","GZMB","MCL1",12.5133297007952
"T-cells","CAFs","B2M","TAP1",130.345633059676
"T-cells","CAFs","HLA-DRA","CD63",49.3195938551367
"T-cells","CAFs","CD99","CD99",47.9634258842732
"T-cells","CAFs","IFITM1","CD81",39.6321867077041
"T-cells","CAFs","HLA-A","APLP2",36.8408670388883
"T-cells","CAFs","CCL5","SDC1",32.1008919762348
"T-cells","CAFs","B2M","TAP2",31.6328050791117
"T-cells","CAFs","LGALS1","ITGB1",20.4229321721288
"T-cells","CAFs","MIF","CD74",16.4693682382539
"T-cells","CAFs","ITGB2","THY1",15.9982065183477
"T-cells","CAFs","TIMP1","CD63",15.7625728299817
"T-cells","CAFs","CALR","LRP1",15.5494771448782
"T-cells","CAFs","GZMB","MCL1",14.1288354104728
"T-cells","CAFs","CD99","CD81",13.8048532744035
"T-cells","CAFs","LGALS3","ANXA2",12.8528698194177
"T-cells","CAFs","LTB","TNFRSF1A",11.804670500832
"T-cells","CAFs","HLA-DRB1","CD81",11.5737534669261
"T-cells","CAFs","HMGB1","SDC1",10.9079506173869
"T-cells","CAFs","S100A4","EGFR",8.52282968665733
"T-cells","CAFs","HSP90B1","LRP1",8.38860104732402
"T-cells","Cancer Epithelial","B2M","TAP1",127.796943403878
"T-cells","Cancer Epithelial","HLA-A","APLP2",54.6387998789464
"T-cells","Cancer Epithelial","HLA-A","ERBB2",40.9032746281508
"T-cells","Cancer Epithelial","CCL5","SDC4",35.026694203603
"T-cells","Cancer Epithelial","S100A4","ERBB2",21.3831624351842
"T-cells","Cancer Epithelial","CCL5","SDC1",20.5425912370632
"T-cells","Cancer Epithelial","B2M","TAP2",18.5582827328583
"T-cells","Cancer Epithelial","HLA-DRA","CD9",17.9695723308612
"T-cells","Cancer Epithelial","MIF","CD74",17.5551336610752
"T-cells","Cancer Epithelial","CD44","EPCAM",15.2736505826238
"T-cells","Cancer Epithelial","HLA-DRA","CD63",12.9307727749911
"T-cells","Cancer Epithelial","CD44","CLDN7",12.7855627472978
"T-cells","Cancer Epithelial","S100A4","ERBB3",11.6586033823957
"T-cells","Cancer Epithelial","LGALS3","ANXA2",11.0077565452982
"T-cells","Cancer Epithelial","CD7","ADAM15",9.9886247009926
"T-cells","Cancer Epithelial","CD99","CD99",9.58730853992009
"T-cells","Cancer Epithelial","MIF","CD44",8.35425447220512
"T-cells","Cancer Epithelial","GZMB","MCL1",7.38820703908383
"T-cells","Cancer Epithelial","HMGB1","SDC1",6.98041571346183
"T-cells","Cancer Epithelial","IFITM1","CD81",5.7907212047022
"T-cells","Endothelial","CCL5","ACKR1",509.14461638896
"T-cells","Endothelial","MIF","CD74",352.530899453181
"T-cells","Endothelial","B2M","TAP1",261.988454105256
"T-cells","Endothelial","CXCL13","ACKR1",154.808363284734
"T-cells","Endothelial","B2M","TAP2",83.4363883349737
"T-cells","Endothelial","HLA-A","APLP2",73.2287463413533
"T-cells","Endothelial","HLA-DMA","CD74",59.4936732897008
"T-cells","Endothelial","COPA","CD74",43.9146136943237
"T-cells","Endothelial","IFITM1","CD81",38.3505693809549
"T-cells","Endothelial","CD7","ADAM15",26.9358101514313
"T-cells","Endothelial","CD99","CD99",22.9967534582038
"T-cells","Endothelial","HLA-DRA","CD63",20.5292296488848
"T-cells","Endothelial","HMGB1","THBD",19.7281190796304
"T-cells","Endothelial","HLA-DMB","CD74",15.6720751654971
"T-cells","Endothelial","LTB","TNFRSF1A",15.5471103606462
"T-cells","Endothelial","LGALS1","ITGB1",14.9760466854415
"T-cells","Endothelial","GZMB","MCL1",14.6110124482657
"T-cells","Endothelial","APP","CD74",14.2966629164022
"T-cells","Endothelial","LGALS3","ENG",13.4267974711336
"T-cells","Endothelial","CD99","CD81",13.3584348297138
"T-cells","Myeloid","MIF","CD74",901.963839800348
"T-cells","Myeloid","B2M","TAP1",260.098107050899
"T-cells","Myeloid","B2M","LILRB1",186.907870314893
"T-cells","Myeloid","HLA-DMA","CD74",152.216847054942
"T-cells","Myeloid","RPS19","C5AR1",150.69238043308
"T-cells","Myeloid","COPA","CD74",112.357225005014
"T-cells","Myeloid","HLA-A","APLP2",86.2205101267882
"T-cells","Myeloid","HLA-B","LILRB2",64.4376504573315
"T-cells","Myeloid","B2M","TAP2",54.7790427341759
"T-cells","Myeloid","HLA-B","LILRB1",45.3537403504343
"T-cells","Myeloid","HLA-DMB","CD74",40.0976059569177
"T-cells","Myeloid","HLA-A","LILRB2",38.8923527160858
"T-cells","Myeloid","HLA-C","LILRB2",38.7376825746917
"T-cells","Myeloid","APP","CD74",36.5785609159685
"T-cells","Myeloid","IFITM1","CD81",35.8577929152938
"T-cells","Myeloid","HMGB1","CXCR4",32.1959393461839
"T-cells","Myeloid","HLA-A","LILRB1",27.3739600091544
"T-cells","Myeloid","HLA-C","LILRB1",27.2650971101665
"T-cells","Myeloid","HLA-DRA","CD63",26.9700687694072
"T-cells","Myeloid","GZMB","MCL1",22.806445167939
"T-cells","Normal Epithelial","B2M","TAP1",104.775587051705
"T-cells","Normal Epithelial","HLA-A","APLP2",54.7243028981551
"T-cells","Normal Epithelial","CALM1","MYLK",52.3609682764871
"T-cells","Normal Epithelial","MIF","CD74",50.1811647927664
"T-cells","Normal Epithelial","CCL5","SDC4",48.6842173181826
"T-cells","Normal Epithelial","CALM2","MYLK",33.335385780581
"T-cells","Normal Epithelial","HLA-DRA","CD9",17.3210975873683
"T-cells","Normal Epithelial","HLA-DRA","CD63",14.0424785950299
"T-cells","Normal Epithelial","HLA-A","ERBB2",13.5964878519161
"T-cells","Normal Epithelial","GZMB","MCL1",13.0861845127445
"T-cells","Normal Epithelial","CD44","CLDN7",12.5514276105872
"T-cells","Normal Epithelial","B2M","TAP2",12.0846826728662
"T-cells","Normal Epithelial","CCL5","SDC1",10.8969074873563
"T-cells","Normal Epithelial","S100A4","ERBB3",10.8593270844228
"T-cells","Normal Epithelial","LGALS3","ANXA2",9.8016578745711
"T-cells","Normal Epithelial","CALM3","MYLK",9.79724086889053
"T-cells","Normal Epithelial","CD44","EPCAM",9.64564112412676
"T-cells","Normal Epithelial","HLA-DMA","CD74",8.46865289853542
"T-cells","Normal Epithelial","CTSD","APP",8.3241340164884
"T-cells","Normal Epithelial","IFITM1","CD81",7.89880418462681
"T-cells","Plasmablasts","B2M","TAP1",137.7964311911
"T-cells","Plasmablasts","MIF","CD74",86.1459644502077
"T-cells","Plasmablasts","CCL5","SDC1",25.8442533620696
"T-cells","Plasmablasts","B2M","LILRB1",25.2862063491158
"T-cells","Plasmablasts","HLA-DMA","CD74",14.5381294864551
"T-cells","Plasmablasts","B2M","TAP2",11.4923113293826
"T-cells","Plasmablasts","COPA","CD74",10.7311635831747
"T-cells","Plasmablasts","HMGB1","SDC1",8.78193165552516
"T-cells","Plasmablasts","HMGB1","CXCR4",8.43010179367016
"T-cells","Plasmablasts","GZMB","MCL1",8.07153999963818
"T-cells","Plasmablasts","HLA-B","CD8A",6.72751913985472
"T-cells","Plasmablasts","HLA-B","LILRB1",6.13577178571021
"T-cells","Plasmablasts","CCL5","CXCR3",5.8368103318921
"T-cells","Plasmablasts","HLA-DRA","CD63",5.29920870577924
"T-cells","Plasmablasts","MIF","CXCR4",5.07409914830028
"T-cells","Plasmablasts","HLA-A","CD8A",4.06049949733507
"T-cells","Plasmablasts","HLA-DMB","CD74",3.82969558742806
"T-cells","Plasmablasts","HLA-A","LILRB1",3.70334111783397
"T-cells","Plasmablasts","HLA-C","LILRB1",3.68861338206269
"T-cells","Plasmablasts","CD99","CD99",3.67890990839561
"T-cells","PVL","B2M","TAP1",125.853758387135
"T-cells","PVL","CALM1","MYLK",51.3577488342838
"T-cells","PVL","HLA-A","APLP2",42.8104029431551
"T-cells","PVL","B2M","TAP2",41.232706320063
"T-cells","PVL","IFITM1","CD81",39.0414634401623
"T-cells","PVL","CALM2","MYLK",32.6966904273585
"T-cells","PVL","HLA-DRA","CD63",32.2358840160514
"T-cells","PVL","LGALS1","ITGB1",25.3779409316135
"T-cells","PVL","CD99","CD99",17.6742227680871
"T-cells","PVL","CD99","CD81",13.5990900119741
"T-cells","PVL","GZMB","MCL1",13.19975370356
"T-cells","PVL","ITGB2","THY1",11.7218187586978
"T-cells","PVL","HLA-DRB1","CD81",11.4012450581389
"T-cells","PVL","MIF","CD74",10.8847874875955
"T-cells","PVL","LTB","TNFRSF1A",10.7643856353216
"T-cells","PVL","TIMP1","CD63",10.3026085542051
"T-cells","PVL","CALM3","MYLK",9.60952886043952
"T-cells","PVL","TGFB1","ITGB1",9.18517180200539
"T-cells","PVL","CALM1","PDE1A",9.07469727247495
"T-cells","PVL","MIF","CD44",8.6541754905456
